Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Hagadera,Kenya,40.35,0.001111,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",138708,43127,12984,16652,9998,2308,12393,15562,8176,30318,2440,,3565,135133,2,4,,9.36,12.01,7.21,1.66,8.93,11.22,5.89,21.86,1.76
Ifo,Kenya,40.3131,0.108611,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",129328,42052,12139,15690,8819,2305,11883,14837,7365,27835,2467,5,8742,119400,909,58,,9.39,12.13,6.82,1.78,9.19,11.47,5.69,21.52,1.91
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",13982,3379,1883,2153,925,200,1811,1905,632,2495,201,,86,13896,,,,13.47,15.4,6.62,1.43,12.95,13.62,4.52,17.84,1.44
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",26292,6383,3686,3935,1451,351,3349,3543,1177,4936,397,,360,25931,1,,,14.02,14.97,5.52,1.34,12.74,13.48,4.48,18.77,1.51
Kambioos,Kenya,40.393056,-0.044167,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",3738,781,474,643,280,35,423,526,202,621,54,,29,3709,,,,12.68,17.2,7.49,0.94,11.32,14.07,5.4,16.61,1.44
Dagahaley,Kenya,40.2881,0.191389,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",132267,38079,13738,18494,8774,2071,13403,17351,7637,26979,2304,53,5063,127077,71,3,,10.39,13.98,6.63,1.57,10.13,13.12,5.77,20.4,1.74
Hagadera,Kenya,40.35,0.001111,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",138033,42940,12865,16566,9955,2298,12292,15473,8154,30207,2427,,3553,134470,2,4,,9.32,12,7.21,1.66,8.91,11.21,5.91,21.88,1.76
Ifo,Kenya,40.3131,0.108611,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",131403,42564,12443,15970,8939,2336,12136,15143,7432,28272,2509,5,8727,121490,909,58,,9.47,12.15,6.8,1.78,9.24,11.52,5.66,21.52,1.91
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",11508,2793,1557,1780,753,167,1488,1541,517,2052,165,,85,11423,,,,13.53,15.47,6.54,1.45,12.93,13.39,4.49,17.83,1.43
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",23802,5696,3335,3604,1317,311,3037,3216,1086,4446,347,,358,23443,1,,,14.01,15.14,5.53,1.31,12.76,13.51,4.56,18.68,1.46
Kambioos,Kenya,40.393056,-0.044167,9/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=352.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2018th%20Sep%202011.pdf",3741,782,475,643,280,35,424,526,202,622,54,,29,3712,,,,12.7,17.19,7.48,0.94,11.33,14.06,5.4,16.63,1.44
Dagahaley,Kenya,40.2881,0.191389,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",131744,37923,13661,18431,8754,2066,13330,17264,7617,26879,2285,53,5060,126557,71,3,,10.37,13.99,6.64,1.57,10.12,13.1,5.78,20.4,1.73
Hagadera,Kenya,40.35,0.001111,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",136823,42586,12725,16381,9884,2275,12156,15303,8099,29983,2406,,3538,133275,2,4,,9.3,11.97,7.22,1.66,8.88,11.18,5.92,21.91,1.76
Ifo,Kenya,40.3131,0.108611,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",130180,42164,12291,15821,8846,2309,12007,15002,7372,28045,2473,5,8721,120274,908,58,,9.44,12.15,6.8,1.77,9.22,11.52,5.66,21.54,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",11507,2793,1557,1780,753,167,1488,1541,516,2052,165,,85,11422,,,,13.53,15.47,6.54,1.45,12.93,13.39,4.48,17.83,1.43
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",23802,5696,3335,3604,1317,311,3037,3216,1086,4446,347,,358,23443,1,,,14.01,15.14,5.53,1.31,12.76,13.51,4.56,18.68,1.46
Kambioos,Kenya,40.393056,-0.044167,9/15/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=345.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2015th%20Sep%202011.pdf",3741,782,475,643,280,35,424,526,202,622,54,,6,776,,,,12.7,17.19,7.48,0.94,11.33,14.06,5.4,16.63,1.44
Dagahaley,Kenya,40.2881,0.191389,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",132498,38080,13775,18546,8803,2070,13417,17379,7653,27010,2289,53,5059,127312,71,3,,10.4,14,6.64,1.56,10.13,13.12,5.78,20.39,1.73
Hagadera,Kenya,40.35,0.001111,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",136353,42425,12673,16317,9864,2273,12104,15237,8072,29893,2394,,3537,132806,2,4,,9.29,11.97,7.23,1.67,8.88,11.17,5.92,21.92,1.76
Ifo,Kenya,40.3131,0.108611,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",131065,42333,12445,15949,8888,2328,12118,15125,7390,28208,2479,5,8723,12157,908,58,,9.5,12.17,6.78,1.78,9.25,11.54,5.64,21.52,1.89
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",10588,2594,1414,1642,694,159,1370,1411,475,1898,158,,85,10503,,,,13.35,15.51,6.55,1.5,12.94,13.33,4.49,17.93,1.49
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",22564,5418,3134,3431,1263,287,2871,3046,1057,4212,336,,358,22205,1,,,13.89,15.21,5.6,1.27,12.72,13.5,4.68,18.67,1.49
Kambioos,Kenya,40.393056,-0.044167,9/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=341.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2014th%20Sep%202011.pdf",3745,783,476,643,280,35,425,526,202,623,54,,29,3716,,,,12.71,17.17,7.48,0.93,11.35,14.05,5.39,16.64,1.44
Dagahaley,Kenya,40.2881,0.191389,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",133549,38283,13900,18733,8912,2089,13544,17514,7702,27187,2292,53,5065,128357,71,3,,10.41,14.03,6.67,1.56,10.14,13.11,5.77,20.36,1.72
Hagadera,Kenya,40.35,0.001111,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",135160,42135,12492,16168,9801,2255,11905,15084,8035,29681,2370,,3536,131614,2,4,,9.24,11.96,7.25,1.67,8.81,11.16,5.94,21.96,1.75
Ifo,Kenya,40.3131,0.108611,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",131646,42452,12516,16036,8929,2330,12193,15192,7425,28295,2480,5,8722,121739,908,58,,9.51,12.18,6.78,1.77,9.26,11.54,5.64,21.49,1.88
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",8998,2233,1214,1381,561,134,1170,1195,406,1628,140,,76,8922,,,,13.49,15.35,6.23,1.49,13,13.28,4.51,18.09,1.56
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",21117,5056,2930,3222,1186,267,2674,2873,985,3954,313,,359,20757,1,,,13.88,15.26,5.62,1.26,12.66,13.61,4.66,18.72,1.48
Kambioos,Kenya,40.393056,-0.044167,9/12/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=327.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2012th%20Sep%202011.pdf",3753,784,478,645,280,54,425,527,203,624,54,,29,3724,,,,12.74,17.19,7.46,1.44,11.32,14.04,5.41,16.63,1.44
Dagahaley,Kenya,40.2881,0.191389,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",135534,38785,14143,19042,9058,2122,13808,17736,7791,27554,2322,56,5067,130337,71,3,,10.44,14.05,6.68,1.57,10.19,13.09,5.75,20.33,1.71
Hagadera,Kenya,40.35,0.001111,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",136802,42471,12687,16450,9929,2275,12086,15320,8121,29959,2387,,3540,133252,2,4,,9.27,12.02,7.26,1.66,8.83,11.2,5.94,21.9,1.74
Ifo,Kenya,40.3131,0.108611,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",134353,43105,12900,16446,9049,2368,12529,15527,7564,28811,2523,5,8733,124439,900,58,,9.6,12.24,6.74,1.76,9.33,11.56,5.63,21.44,1.88
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",6476,1603,889,980,395,91,835,870,304,1173,103,,73,6403,,,,13.73,15.13,6.1,1.41,12.89,13.43,4.69,18.11,1.59
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",18435,4405,2552,2819,1052,224,2344,2527,851,3454,266,,353,18081,1,,,13.84,15.29,5.71,1.22,12.71,13.71,4.62,18.74,1.44
Kambioos,Kenya,40.393056,-0.044167,9/8/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=319.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%208th%20Sep%202011.pdf",1702,337,212,303,135,12,185,241,99,271,25,,22,1680,,,,12.46,17.8,7.93,0.71,10.87,14.16,5.82,15.92,1.47
Dagahaley,Kenya,40.2881,0.191389,9/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=303.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205thSep%202011.pdf",141077,40127,14890,19889,9420,2194,14492,18487,8059,28561,2412,56,5134,135813,71,3,,10.55,14.1,6.68,1.56,10.27,13.1,5.71,20.24,1.71
Hagadera,Kenya,40.35,0.001111,9/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=303.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205thSep%202011.pdf",136607,42286,12630,16456,9988,2258,12023,15269,8162,29895,2380,,3530,133067,2,4,,9.25,12.05,7.31,1.65,8.8,11.18,5.97,21.88,1.74
Ifo,Kenya,40.3131,0.108611,9/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=303.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205thSep%202011.pdf",152022,47249,15360,19197,10037,2583,14801,17935,8382,32122,2769,5,9086,141755,899,58,,10.1,12.63,6.6,1.7,9.74,11.8,5.51,21.13,1.82
Dagahaley,Kenya,40.2881,0.191389,9/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=296.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204thSep%202011.pdf",140760,40022,14839,19857,9407,2190,14443,18453,8049,28497,2408,56,5129,135501,71,3,,10.54,14.11,6.68,1.56,10.26,13.11,5.72,20.25,1.71
Hagadera,Kenya,40.35,0.001111,9/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=296.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204thSep%202011.pdf",135995,42130,12540,16366,9948,2254,11946,15192,8138,29790,2367,,3525,132460,2,4,,9.22,12.03,7.31,1.66,8.78,11.17,5.98,21.91,1.74
Ifo,Kenya,40.3131,0.108611,9/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=296.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204thSep%202011.pdf",151819,47156,15329,19184,10023,2578,14778,17920,8378,32085,2762,5,9080,141558,899,58,,10.1,12.64,6.6,1.7,9.73,11.8,5.52,21.13,1.82
Dagahaley,Kenya,40.2881,0.191389,9/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=286.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Sep%202011.pdf",140117,39819,14773,19766,9376,2165,14350,18373,8026,28386,2391,56,5130,134857,71,3,,10.54,14.11,6.69,1.55,10.24,13.11,5.73,20.26,1.71
Hagadera,Kenya,40.35,0.001111,9/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=286.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Sep%202011.pdf",134939,41829,12409,16200,9895,2244,11817,15040,8100,29586,2350,,3510,131419,2,4,,9.2,12.01,7.33,1.66,8.76,11.15,6,21.93,1.74
Ifo,Kenya,40.3131,0.108611,9/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=286.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Sep%202011.pdf",150676,46778,15179,19042,9961,2556,14654,17765,8338,31874,2745,5,9045,140450,899,58,,10.07,12.64,6.61,1.7,9.73,11.79,5.53,21.15,1.82
Dagahaley,Kenya,40.2881,0.191389,8/29/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=268.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2029th%20August%202011.pdf",139639,39666,14686,19708,9356,2157,14264,18317,8012,28315,2384,56,5150,13469,71,3,,10.52,14.11,6.7,1.54,10.21,13.12,5.74,20.28,1.71
Hagadera,Kenya,40.35,0.001111,8/29/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=268.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2029th%20August%202011.pdf",134463,41708,12346,16118,9868,2234,11781,14969,8080,29490,2337,,3498,130955,2,4,,9.18,11.99,7.34,1.66,8.76,11.13,6.01,21.93,1.74
Ifo,Kenya,40.3131,0.108611,8/29/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=268.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2029th%20August%202011.pdf",150452,46717,15157,18993,9951,2552,14609,17735,8329,31836,2739,5,9050,140221,891,58,,10.07,12.62,6.61,1.7,9.71,11.79,5.54,21.16,1.82
Dagahaley,Kenya,40.2881,0.191389,8/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=260.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20August%202011.pdf",138844,39411,14590,19596,9312,2144,14153,18219,7986,28150,2370,56,5133,133581,71,3,,10.51,14.11,6.71,1.54,10.19,13.12,5.75,20.27,1.71
Hagadera,Kenya,40.35,0.001111,8/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=260.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20August%202011.pdf",134152,41648,12276,16081,9856,2228,11712,14934,8070,29447,2333,,3497,130645,2,4,,9.15,11.99,7.35,1.66,8.73,11.13,6.02,21.95,1.74
Ifo,Kenya,40.3131,0.108611,8/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=260.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20August%202011.pdf",150365,46692,15153,18986,9944,2544,14588,17725,8328,31821,2736,5,9049,140144,882,58,,10.08,12.63,6.61,1.69,9.7,11.79,5.54,21.16,1.82
Dagahaley,Kenya,40.2881,0.191389,8/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=255.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20August%202011.pdf",138265,39242,14517,19503,9285,2136,14071,18143,7962,28041,2361,56,5133,133002,71,3,,10.5,14.11,6.72,1.54,10.18,13.12,5.76,20.28,1.71
Hagadera,Kenya,40.35,0.001111,8/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=255.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20August%202011.pdf",133960,41602,12253,16050,9844,2228,11688,14900,8064,29417,2328,,3497,130453,2,4,,9.15,11.98,7.35,1.66,8.72,11.12,6.02,21.96,1.74
Ifo,Kenya,40.3131,0.108611,8/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=255.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20August%202011.pdf",149703,46501,15066,18895,9918,2537,14487,17630,8301,31691,2728,5,9049,13486,878,58,,10.06,12.62,6.63,1.69,9.68,11.78,5.54,21.17,1.82
Dagahaley,Kenya,40.2881,0.191389,8/25/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=237.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2025th%20August%202011.pdf",137909,39087,14472,19456,9262,2129,14043,18103,7951,27971,2353,56,5133,132646,71,3,,10.49,14.11,6.72,1.54,10.18,13.13,5.77,20.28,1.71
Hagadera,Kenya,40.35,0.001111,8/25/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=237.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2025th%20August%202011.pdf",133550,41465,12198,15992,9824,2221,11653,14835,8047,29340,2320,,3487,130053,2,4,,9.13,11.97,7.36,1.66,8.73,11.11,6.03,21.97,1.74
Ifo,Kenya,40.3131,0.108611,8/25/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=237.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2025th%20August%202011.pdf",148457,46163,14894,18695,9870,2518,14332,17442,8260,31462,2709,5,9021,138268,878,58,,10.03,12.59,6.65,1.7,9.65,11.75,5.56,21.19,1.82
Dagahaley,Kenya,40.2881,0.191389,8/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=235.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20August%202011.pdf",137482,38957,14397,19413,9247,2124,13951,18051,7938,27909,2344,56,5132,132220,7,3,,10.47,14.12,6.73,1.54,10.15,13.13,5.77,20.3,1.7
Hagadera,Kenya,40.35,0.001111,8/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=235.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20August%202011.pdf",132776,41212,12108,15891,9789,2207,11552,14739,8008,29189,2305,,3477,129289,2,4,,9.12,11.97,7.37,1.66,8.7,11.1,6.03,21.98,1.74
Ifo,Kenya,40.3131,0.108611,8/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=235.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20August%202011.pdf",148158,46073,14846,18659,9858,2515,14301,17391,8247,31402,2707,5,9020,137984,864,58,,10.02,12.59,6.65,1.7,9.65,11.74,5.57,21.19,1.83
Dagahaley,Kenya,40.2881,0.191389,8/23/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=226.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2023rd%20August%202011.pdf",137117,38853,14302,19383,9235,2120,13883,18013,7924,27853,2340,56,5126,131861,71,3,,10.43,14.14,6.74,1.55,10.12,13.14,5.78,20.31,1.71
Hagadera,Kenya,40.35,0.001111,8/23/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=226.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2023rd%20August%202011.pdf",132076,40986,12019,15785,9756,2191,11476,14653,7985,29042,2287,,3469,128597,2,4,,9.1,11.95,7.39,1.66,8.69,11.09,6.05,21.99,1.73
